epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,450.316,0.84539,0.66503,1.1207,0.98494,0.97162,0.99059,0.7941,0.79755,0.39465,1.09772,0.000957015,0.000957015,0.000957015
16,478.673,0.83604,0.65397,1.11785,0.97769,0.96854,0.98978,0.78227,0.85136,0.40906,1.12008,0.000946016,0.000946016,0.000946016
17,507.052,0.81983,0.63212,1.10786,0.97893,0.94892,0.98821,0.75848,0.90369,0.4319,1.15991,0.000935018,0.000935018,0.000935018
18,535.401,0.82434,0.61727,1.10997,0.96996,0.95754,0.98872,0.7881,0.8112,0.40245,1.09531,0.000924019,0.000924019,0.000924019
19,563.709,0.81895,0.6279,1.1061,0.97288,0.95041,0.98688,0.81189,0.74139,0.39607,1.07321,0.00091302,0.00091302,0.00091302
20,591.95,0.8135,0.61201,1.10544,0.97488,0.97808,0.99117,0.80917,0.74182,0.36702,1.08102,0.000902021,0.000902021,0.000902021
21,620.248,0.80613,0.59957,1.0967,0.97694,0.98254,0.99296,0.79568,0.82101,0.37691,1.09545,0.000891022,0.000891022,0.000891022
22,648.818,0.79868,0.59038,1.09508,0.96996,0.97174,0.9921,0.81027,0.74851,0.37777,1.07318,0.000880023,0.000880023,0.000880023
23,677.68,0.78828,0.58718,1.09345,0.98811,0.96449,0.99022,0.81053,0.74402,0.35881,1.06579,0.000869024,0.000869024,0.000869024
24,706.212,0.7775,0.57359,1.08551,0.97573,0.97703,0.99131,0.82359,0.70611,0.36056,1.06133,0.000858025,0.000858025,0.000858025
25,734.535,0.77986,0.56899,1.09115,0.98208,0.98332,0.99386,0.79547,0.80992,0.36745,1.09611,0.000847026,0.000847026,0.000847026
26,762.957,0.7697,0.56849,1.08343,0.98877,0.97519,0.99192,0.81897,0.74454,0.34733,1.07349,0.000836027,0.000836027,0.000836027
27,791.351,0.7723,0.55974,1.08522,0.98638,0.9688,0.99251,0.82433,0.71511,0.349,1.05749,0.000825029,0.000825029,0.000825029
28,819.745,0.77127,0.54717,1.08606,0.98336,0.97574,0.99316,0.82613,0.69028,0.34893,1.04571,0.00081403,0.00081403,0.00081403
29,848.016,0.76631,0.54137,1.08289,0.99096,0.98269,0.99353,0.8241,0.73362,0.33161,1.05581,0.000803031,0.000803031,0.000803031
30,876.428,0.75506,0.5391,1.0712,0.98916,0.98141,0.99294,0.83603,0.67979,0.32814,1.03968,0.000792032,0.000792032,0.000792032
31,904.96,0.75423,0.52149,1.06912,0.98698,0.9848,0.99453,0.82738,0.71533,0.33689,1.05727,0.000781033,0.000781033,0.000781033
32,933.479,0.7552,0.53163,1.07171,0.98292,0.98335,0.99223,0.83789,0.66877,0.31995,1.03822,0.000770034,0.000770034,0.000770034
33,961.776,0.75795,0.52555,1.08335,0.98833,0.98957,0.99421,0.81152,0.77064,0.33087,1.07573,0.000759035,0.000759035,0.000759035
34,990.065,0.7527,0.52544,1.07406,0.98974,0.98775,0.9946,0.84883,0.64189,0.31412,1.03114,0.000748036,0.000748036,0.000748036
35,1018.5,0.73646,0.51308,1.06733,0.98824,0.98053,0.99384,0.84741,0.64526,0.30204,1.02381,0.000737037,0.000737037,0.000737037
36,1046.67,0.73684,0.50661,1.06855,0.98053,0.99288,0.99424,0.85197,0.64841,0.3125,1.01885,0.000726038,0.000726038,0.000726038
37,1075,0.7322,0.50865,1.0575,0.98028,0.98941,0.994,0.84632,0.64859,0.30933,1.02715,0.00071504,0.00071504,0.00071504
38,1103.2,0.74113,0.49497,1.06941,0.9824,0.97785,0.99338,0.8506,0.63557,0.3075,1.02926,0.000704041,0.000704041,0.000704041
39,1131.61,0.72689,0.49345,1.06422,0.98988,0.98402,0.9941,0.84885,0.65066,0.30709,1.02561,0.000693042,0.000693042,0.000693042
40,1160.27,0.7251,0.48199,1.05675,0.98589,0.98317,0.99397,0.84546,0.64845,0.30476,1.02039,0.000682043,0.000682043,0.000682043
41,1188.56,0.71678,0.48563,1.05288,0.98549,0.98615,0.99177,0.85062,0.62945,0.30152,1.0106,0.000671044,0.000671044,0.000671044
42,1216.68,0.7155,0.48302,1.05185,0.99001,0.97984,0.99312,0.85741,0.60746,0.29071,1.00368,0.000660045,0.000660045,0.000660045
43,1244.88,0.7131,0.47498,1.05622,0.98375,0.98632,0.9939,0.85558,0.61339,0.29549,1.00799,0.000649046,0.000649046,0.000649046
44,1273.06,0.71383,0.47039,1.05484,0.98276,0.9826,0.99361,0.85567,0.61718,0.30048,1.01004,0.000638047,0.000638047,0.000638047
45,1301.16,0.71627,0.47468,1.05801,0.99233,0.98616,0.99445,0.85484,0.62848,0.29089,1.01459,0.000627048,0.000627048,0.000627048
46,1329.17,0.6983,0.45991,1.04969,0.98155,0.99417,0.99432,0.85856,0.62969,0.29538,1.01604,0.000616049,0.000616049,0.000616049
47,1357.26,0.70454,0.46195,1.05068,0.98634,0.99105,0.99453,0.85517,0.62628,0.28352,1.0087,0.000605051,0.000605051,0.000605051
48,1385.81,0.68951,0.45544,1.04537,0.99103,0.984,0.99446,0.8593,0.61014,0.28436,1.00523,0.000594052,0.000594052,0.000594052
49,1414.23,0.69545,0.45865,1.04927,0.99097,0.9845,0.99422,0.86107,0.60757,0.282,1.00862,0.000583053,0.000583053,0.000583053
50,1442.33,0.68237,0.44621,1.03675,0.98547,0.99164,0.99409,0.85922,0.61904,0.28356,1.00456,0.000572054,0.000572054,0.000572054
51,1470.53,0.68096,0.44089,1.03757,0.99317,0.99125,0.99463,0.86674,0.60958,0.27374,1.00255,0.000561055,0.000561055,0.000561055
52,1498.71,0.69107,0.44045,1.03955,0.99271,0.98874,0.99462,0.86344,0.61166,0.26919,1.00387,0.000550056,0.000550056,0.000550056
53,1526.72,0.6822,0.43608,1.037,0.99614,0.99,0.99478,0.868,0.59894,0.26471,0.9946,0.000539057,0.000539057,0.000539057
54,1554.89,0.68188,0.44023,1.04048,0.99456,0.98912,0.99433,0.86493,0.6098,0.27121,1.00134,0.000528058,0.000528058,0.000528058
55,1583.23,0.67674,0.43868,1.03617,0.98367,0.99382,0.99443,0.8645,0.60813,0.27876,1.00509,0.000517059,0.000517059,0.000517059
56,1611.92,0.6866,0.43781,1.03903,0.98955,0.99352,0.99464,0.86726,0.61249,0.26565,1.00109,0.00050606,0.00050606,0.00050606
57,1640.59,0.67142,0.42665,1.02947,0.98984,0.9883,0.99452,0.85745,0.61343,0.27937,1.00579,0.000495062,0.000495062,0.000495062
58,1669.15,0.67623,0.43533,1.03927,0.9935,0.98527,0.99469,0.86199,0.60858,0.27266,1.00233,0.000484063,0.000484063,0.000484063
59,1697.57,0.66899,0.42919,1.02962,0.98885,0.9917,0.99462,0.86432,0.60691,0.26572,0.99912,0.000473064,0.000473064,0.000473064
60,1726.06,0.66178,0.41374,1.02708,0.99163,0.99149,0.99474,0.86963,0.60188,0.26222,0.9921,0.000462065,0.000462065,0.000462065
61,1754.46,0.66213,0.41701,1.03107,0.99123,0.99364,0.99473,0.86446,0.60962,0.26673,1.00396,0.000451066,0.000451066,0.000451066
62,1782.76,0.67035,0.42082,1.03384,0.99409,0.98968,0.9946,0.86322,0.60831,0.26152,0.99715,0.000440067,0.000440067,0.000440067
63,1811.13,0.66357,0.41397,1.02808,0.99602,0.99021,0.99477,0.86932,0.60006,0.25968,0.99341,0.000429068,0.000429068,0.000429068
64,1839.54,0.64915,0.40315,1.02004,0.98939,0.99425,0.99458,0.86247,0.60478,0.26081,0.99689,0.000418069,0.000418069,0.000418069
65,1868.2,0.6465,0.39341,1.01962,0.99311,0.99209,0.99473,0.8577,0.60208,0.26578,1.00139,0.00040707,0.00040707,0.00040707
66,1896.66,0.65049,0.40293,1.02557,0.99173,0.99426,0.99471,0.86739,0.59961,0.26129,0.9997,0.000396071,0.000396071,0.000396071
67,1925.12,0.64152,0.39929,1.02189,0.98632,0.99438,0.99449,0.87395,0.58687,0.25774,0.98589,0.000385073,0.000385073,0.000385073
68,1953.51,0.64624,0.40241,1.02303,0.99201,0.9936,0.99477,0.87103,0.59178,0.2566,0.99128,0.000374074,0.000374074,0.000374074
69,1981.83,0.63644,0.38828,1.02054,0.99378,0.99198,0.9944,0.86804,0.5988,0.25958,0.99795,0.000363075,0.000363075,0.000363075
70,2010.2,0.63432,0.38769,1.01717,0.99291,0.9933,0.99475,0.8705,0.59087,0.25383,0.99426,0.000352076,0.000352076,0.000352076
71,2038.64,0.63509,0.38989,1.01572,0.9912,0.99536,0.99486,0.86965,0.59318,0.25319,0.99092,0.000341077,0.000341077,0.000341077
72,2066.94,0.63403,0.38824,1.01559,0.99573,0.99669,0.99487,0.86997,0.59498,0.25076,0.99547,0.000330078,0.000330078,0.000330078
73,2095.5,0.63068,0.38446,1.01662,0.99631,0.99566,0.99491,0.86932,0.59545,0.24956,0.99441,0.000319079,0.000319079,0.000319079
74,2124.23,0.6235,0.38199,1.01705,0.99236,0.99336,0.99481,0.87075,0.58552,0.25344,0.98885,0.00030808,0.00030808,0.00030808
75,2152.63,0.62634,0.38364,1.01248,0.99488,0.9913,0.99465,0.86815,0.59348,0.25131,0.99313,0.000297081,0.000297081,0.000297081
76,2181.08,0.62605,0.38307,1.01858,0.99535,0.99561,0.99485,0.86221,0.60917,0.25593,1.00524,0.000286083,0.000286083,0.000286083
77,2209.39,0.62119,0.36624,1.01023,0.99565,0.99579,0.99486,0.87029,0.59056,0.25063,0.98857,0.000275084,0.000275084,0.000275084
78,2237.72,0.62058,0.37147,1.00918,0.99568,0.99516,0.99486,0.87137,0.59296,0.24469,0.99301,0.000264085,0.000264085,0.000264085
79,2266.2,0.61685,0.37193,1.0119,0.99655,0.99545,0.99489,0.86909,0.58226,0.24331,0.98248,0.000253086,0.000253086,0.000253086
80,2294.5,0.60634,0.36624,1.00665,0.99839,0.99098,0.99482,0.87,0.5886,0.24455,0.98722,0.000242087,0.000242087,0.000242087
81,2322.99,0.6125,0.36577,1.01162,0.99448,0.99439,0.99484,0.87009,0.58049,0.24209,0.98632,0.000231088,0.000231088,0.000231088
82,2351.6,0.61007,0.3661,1.01088,0.9955,0.996,0.99488,0.87291,0.58319,0.24103,0.98844,0.000220089,0.000220089,0.000220089
83,2380.12,0.60282,0.357,1.00624,0.99681,0.99532,0.9949,0.87408,0.58442,0.24394,0.98335,0.00020909,0.00020909,0.00020909
84,2408.64,0.6104,0.35462,1.00421,0.99498,0.99722,0.99489,0.87756,0.57539,0.23598,0.97997,0.000198091,0.000198091,0.000198091
85,2437.07,0.60373,0.3535,0.99907,0.99391,0.99533,0.99487,0.87562,0.58143,0.23561,0.98578,0.000187092,0.000187092,0.000187092
86,2465.38,0.60161,0.35802,1.00145,0.99464,0.99675,0.99494,0.8771,0.5783,0.23558,0.98332,0.000176094,0.000176094,0.000176094
87,2493.68,0.59565,0.35108,0.99936,0.99441,0.99729,0.99492,0.87795,0.56892,0.2333,0.97664,0.000165095,0.000165095,0.000165095
88,2522,0.59517,0.34744,1.00145,0.99566,0.99352,0.9949,0.87846,0.57726,0.23432,0.98381,0.000154096,0.000154096,0.000154096
89,2550.33,0.59439,0.34739,0.99975,0.9959,0.99674,0.99489,0.8786,0.57458,0.23137,0.98087,0.000143097,0.000143097,0.000143097
90,2579.22,0.59351,0.34954,1.00253,0.99568,0.99542,0.99485,0.88066,0.57242,0.23105,0.98234,0.000132098,0.000132098,0.000132098
91,2611.45,0.5075,0.22425,0.96302,0.99311,0.99655,0.99493,0.87286,0.57441,0.23328,0.98365,0.000121099,0.000121099,0.000121099
92,2639.73,0.4908,0.21457,0.95791,0.99643,0.99449,0.99488,0.87633,0.5731,0.23215,0.98204,0.0001101,0.0001101,0.0001101
93,2667.96,0.48847,0.2142,0.95777,0.99444,0.99627,0.99489,0.88028,0.57519,0.23008,0.98305,9.91012e-05,9.91012e-05,9.91012e-05
94,2696.34,0.48317,0.21013,0.94944,0.99708,0.99541,0.9949,0.87831,0.57336,0.2296,0.98366,8.81023e-05,8.81023e-05,8.81023e-05
95,2724.57,0.47314,0.20982,0.94414,0.99668,0.99646,0.99493,0.87992,0.574,0.22832,0.98258,7.71034e-05,7.71034e-05,7.71034e-05
96,2752.74,0.47413,0.20783,0.94415,0.99557,0.99639,0.99494,0.87868,0.5787,0.22698,0.98523,6.61045e-05,6.61045e-05,6.61045e-05
97,2780.98,0.4693,0.20476,0.94458,0.99701,0.99721,0.99497,0.87867,0.58224,0.22433,0.98501,5.51056e-05,5.51056e-05,5.51056e-05
98,2809.43,0.46712,0.20363,0.94332,0.99778,0.99695,0.99498,0.87975,0.58155,0.22399,0.98469,4.41067e-05,4.41067e-05,4.41067e-05
99,2837.94,0.46679,0.20183,0.94413,0.99623,0.99716,0.99496,0.87897,0.58079,0.2213,0.98547,3.31078e-05,3.31078e-05,3.31078e-05
100,2866.37,0.46672,0.20333,0.94452,0.99737,0.99735,0.99498,0.879,0.58037,0.22136,0.98457,2.21089e-05,2.21089e-05,2.21089e-05
